,content
302,초반에 지루해서 잤어요...후반도 무서운게 아니라 깜짝 놀ㄹ라고 끝
303,한국 추석특집 영화볼 바에 이거 봤음  개무섭고 잼씀
304,이 영화는 절대 영화관에서 혼자 보면 안되요 특히 영화관에 나 혼자만 있으면 안됨 무섭다고 물어보신다면 적어도 반은 무서움
305,컨저링과의 긴밀한 연결
306,돈 안아까움 재밌게봤다
307,딱히 무섭지도 않고 그저 그러네요
308,그냥 처음부터 끝까지 짜증나네
309,진짜재미없음 잘뻔했어요
310,무서워서 눈물이 나긴 태어나서 처음 ㅜㅜㅜㅜ 재밌어요
311,그냥 갑툭튀.. 돈이아깝다
312,유치하고 안무서움..
313,개인적으론 컨저링 시리즈가 더 재밌는 듯.영화 몰입도는 좋았고 어느정도 컨저링랑 이어지는 것 또한 괜찮았던거 같네요.
