,content
231,B급이지만 잼. 악령보다 할머니 더 무서워~!  ㅎㅎ
232,역시 영화는 아무리 훌륭하다해도 기술력이딸리면 안된다..이영화는 정말 코믹하고 깜짝놀라기도한다 이블데드에 이런기술력이있다면 그영화역시 훌륭하다고 생각했을거같다.
233,라미아보다 무서운 건 여주인공의 끝없는 스태미너. B급 코믹호러의 귀환이 반갑다.
234,ㅇ.ㅇ괜찮했으나뒷심이좀
235,이토준지의 여드름  짜내는 명장면을 영상으로 옮긴느낌
236,임자 잘 못 만나면 개고생이라더니
237,웃기고 더럽고 황당하다 !
238,무섭다는 느낌은 안ㅇ들었지만 볼 만 함나는 그 점쟁이가 의심가더니만...  걍...
239,늦은밤 보는데 재밌었다 여주인공에게는 가혹하지만 끝난게 아쉬웠다 남주랑 결혼했으면 좋았을련만 차에서 단추떨어뜨렸을때부터 개찜찜
240,공포영화가 웃기다고 생각한건 처음이었다 오늘부터 B급 공포영화로 달린다!!
241,결말을 예상한거빼고 고어물과 코믹물의 조합이 참신해서 괜찮았다.ㅋ
242,아만다 남친 저스틴 롱.. 이름이 마치 엔딩에 대한 복선같았습니다. 아우.. 복수하나 싶더니만 ㅠㅠ
243,주인공 완전 운없는 영화
244,스토리자체는 내가 좋아하는종류도 아니고
245,재밌다 ㅋㅋ  그런데 좀 약했어
246,모임장면이 에러
247,사건에 발단은 노파의 가난함이다..
248,방금전에 티비63번에서봣는데 난 2잇을줄알앗는데 없네..좀아쉽다 난남자친구가 끌려갈거같앗는데ㅋㅋ이상..
249,스토리는 좋고 자동차씬은 흥미진진했다. 할머니가 살아있는 사람이라고는 생각도 못했다. 여주인공이 불쌍하게 나온거같다. 약간 눈치도 없는거 같다. 하루하루를 공포에 떨면서 화장은 왜 하고 있는건지 코피를 뿜을때는 정말...
250,가끔 억지스런 장면 정도만 빼놓으면 볼만한 영화라는 생각이 든다
251,악마가 너무 평범해서 아쉬웠지만 할머니랑 살아있는 손수건이 맘에 드네요 물론 베드엔딩도ㅎㅎ
252,무섭고잔인한영화즐기는사람이라면 이영화는 안보셔두될것같네요
253,ㄱ깜짝놀라는것도있었고..근데여자가한건많은데끝은참간단하네.....
254,적당하게 킬링용인데? 결말이 아쉽지만
255,세상천지에서 가장 일진이 더러운 여자의 슬픈이야기
256,반전은 아니었으나
257,코믹이라는 분들이 있던데...어느부분이 코믹인가요?
258,걸작. 이건 예술이다. 최고의 코믹공포영화 쉴새없이 터지는 끔찍한 영상 쵝오!!!
259,다조은데 예상햇던데로 엔딩이 맘에안듬 짱남
260,새로운 장르와의 만남
261,집요하고
262,웃기면서 무섭다..ㅋㅋ
263,웃음과 공포를 잘 버무려 만든 영화. 역시 샘 레이미가 만든 호러영화답다.
264,이렇게 만드는것도 힘들다 대폭소하면서도 깜짝놀래게되는 공포로맨스판타지코믹영화
265,정말 웃겼음...ㅋㅋㅋ
266,반전은 예상했었지만 코메디와 공포가 적절히 잘 조화된 재밌는 영화였다
267,짜릿짜릿한공포다대다수영화가헤피엔딩인데반해극적인반전도가미되서 최고라생각된다
268,이렇게 짜릿한 공포를 언제 또 만나볼 수 있을까!
269,참신한 공포물
270,샘 레이미도 모르고 보는 한심한놈들은 평점 쓸 필요가 없다..ㅉㅉ
271,약빨은듯한 마녀할망구와의 혈투는 공포영화사상 레전드급인듯
272,ㅋㅋ 할매 끝까지 주인공한테  앵기네
273,난 잼났어염
274,사람 한번 잘못만나서 주인공만 불쌍했던 영화 + 코믹
275,공포가 아니라 코미디네
276,진짜 잼있는 공포영화란 바로 이런것. 엄청 깜짝깜짝 놀란다
277,개그네 ㅋㅋㅋ 공포인데 재밌다 ㅋㅋ
278,장르가 코미디였으면 100점줄수 있었는데
279,샘 레이미가 만든 공포 영화는 다르다.
280,이런 개그와 공포가 절묘하게 섞인 영화라니 ㅋㅋㅋㅋㅋㅋㅋㅋ
281,재밌다
282,80년대에 나왔으면 히트쳤을듯
283,유치해...
284,공포영화라기보다는 코믹공포?
285,아...정말 재미없다...(무서운 것보다 더러움
286,모든게 완벽한데 왜 여자만 괴롭혀 죄인들이 얼마나 많은데 ㅡㅡ
287,세상에 죄많은 나쁜 년놈들이 얼마나 많은데 왜 얘만 괴롭히냐 ㅋㅋ
288,웃겼다가 놀라게하고
289,재밌었음 ㅋ 완전 빠져듦
290,뭐 각자관점이고 개인취향이니가 ㅎ 나름 무섭고 나름 재미있었음
291,초반
292,레알이뭐 ㅄ도아니고 진짜 원인부터가 개병맛돋는 쓰레기3류공포영화다.
293,웃기다고 까는 ㅄ들은 뭐냐 . 니들이 샘레이미를 아냐 ㅋ
294,샘 레이미..돌아왔군
295,꼬마들아 못만들어서 이렇게 만든게 아니야. 이게 B급 영화의 참맛이란다
296,그깟일로 저주를 걸다니...--
297,설마 저게 지옥에 갈만한 저주라 생각하는건 아니겠지
298,샘형아니면 만들 수 없는 영화 간만에 재미있는 호러영화 맛봤네 ㅋㅋㅋ
299,할말이 없게 만드는 영화
300,재활용의 마법사 샘레이미 감독!
301,정말 재미있다. ㅋㅋㅋ짱인듯
