,content
290,수십개의 좀비영화를 봤지만 단연 좀비영화라면 새벽의 저주가 최고다!
291,역시 새벽의저주 만큼 좀비영화의 명작은 없네요.
292,모든 좀비영화의 바이블 교과서
293,아직까지도 28일 후
294,좀비물의 바이블.
295,좀비영화의 교과서..
296,남자친구가 추천해줘서 봤는데 정말 재밌었다! 좀비영화를 엄청 무서워해서 안보는 편인데 너무 재밌게 볼 정도로 재밌었단
297,왤케 이성보다 감성인지 .. 니들 때문에 마이클 죽고 터커죽고 앤디죽고 씨제이죽고
298,상당히 자극적이고 잔인하지만 좀비의 공포에 대해 사실감있게 잘 표현한것 같다. 몇몇 인물들의 답답함때문에 일이 꼬여서 더 긴장되는 상황이 연출되기도 하고 물렸는데 숨기는 사람들이 언제 좀비로 변할지 모르는 그 짜릿함...
299,오랜만에 봤는데 몇 번째 보는데도 너무 재밌게봤어요. 좀비영화의 바이블
300,으악 깜짝놀라는게 넘나.. 무서움....하지만 어릴때 흥미있게 봤던 영화라...
301,좀비영화는 이거 미만 잡임
302,좀비영화중 최고이다!!!
303,추천받아서 봤는데 와우 꿀잼.
304,그때 당시 처음봤을때 그 충격을 잊을수가 없다...
305,좀비영화라면 단연코 최고!!
306,좀비영화에 손꼽히는 인생작~!!!
307,지금 슈퍼액션 에서 해줌ㅋ
308,새벽의저주 좀비영화의 정점
309,레전드 오브 레전드.말이 필요없다
310,인간 관계의 개연성이 부족한걸 빼곤 충분한 수작
311,크.. 좀비 영화계의 레전설.28 시리즈와 더불어 재밌게 본 작품.
312,쫄깃쫄깃하게 맛있게 볶은 좀비반찬.
313,28시리즈 보다 훨 잼슴 내용전개 부터 결말까지 장난아님
314,진짜 새벽의저주를 남을 좀비영화는 없다
315,안 유치한 좀비영화 ?굿
316,영화관에서 못본게 후회되는 명작
317,이런 류의 영화에 캐릭터가 갑자기 이해 할 수 없는 행동을 하거나 스토리 전개에 헛점이 생긴다면 김이 빠질 수도 있다.
318,좀비 영화의 교과서. 좀비물 중에서는 최고.
319,긴장감 넘치고 재밌음. 음악 선곡이 좋네.
320,300? 씬시티? 어떤 게 잭 스나이더의 대표작? 바로 이것
321,뭐 지존인데 무슨 말이 필요함?
322,최고 좀비영화중 하나지.
323,깔끔한 공포 스릴러 영화
324,박진감 있고 내용을 채우기는 하지만 억지로 꾸미지 않아서 좋네요. 좀비영화 좋아하시는 분들이라면 보세요.
325,걷는좀비만보다 미쳐날뛰는 좀비를 처음보았을때 받은 그 충격이란...
326,조지 로메오의 명작을 더 명작으로 승화시킨 리메이크. 좀비와의 혈전
327,이 영화때문에 좀비영화를 좋아하게됐다근데 이 영화보고 다른 좀비영화를 보니 시시하고 눈에도 잘 안들어온다는게 단점
328,10년이 지나도 이것을 뛰어넘은 좀비영화는 없다.
329,중간에 몇몇 씬은 진짜 긴장감이 대박이네요. 이후 좀비물들이 많은 것을 빌려오고 있는 느낌입니다.
330,봤던 좀비물 중 손꼽는 영화
331,이 영화는 이후의 좀비 영화계에 디딤돌을 만들어준 격...터미네이터2
332,제가 본 좀비영화중 최고인듯 이작품 이상이 나올지가...레지던트이블도 좋아라하지만(바이오하자드게임을해봐서그런지) ㅎㅎ 누가머래도 새벽의저주가 좀비영화중 최고
333,적어도 이 영화의 좀비는 오래 기억할 듯 싶다.
334,긴장을 놓을 틈을 안주는 좀비영화중의 최고의 수작이라 생각합니다
335,정말 오랬만에 다시봤는데도 좀비영화의 명작이다. 재미있음.
336,내가 본 좀비영화 중 제일 좋아하는 영화!
337,좀비영화계의 명작.. 말이 필요없다
338,이건 뭐 좀비 영화로 항상 회자되는 건데 말할 필요 없지 가장 시원한 좀비영화
339,최고최고최고최고최고
